# This file provides information to map coordinates from the BDGP release 5
# to release 6 assemblies.  The mapping is based on reciprocal best hit
# alignments.  Because of this some regions of release 5 that due to assembly
# artifacts are present in duplicate in other regions are absent from the
# mapping if the other region is contained in a better alignment.
#
# Coordinates in this file are represented as interbase for both releases.
# If you want on base (1-based) coordinates add 1 to each _start column.
#
# If the R6 strand is '-' it means that the R5 sequence needs to be reverse
# complemented to correspond to the R6 sequence and the start end coordinates
# for oriented features must also be reversed  eg. a gene that started at
# interbase coordinate 236880 of 2LHet in release 5 would start on the opposite
# strand at coordinate 1865892 of Y in release 6.
#
# r5_scaffold	r5_start	r5_end	r6_scaffold	r6_start	r6_end	r6_strand
U	3491095	3491140	3R	216623	216668	-
U	3491084	3491095	3R	216669	216680	-
U	3491062	3491084	3R	216681	216703	-
U	3491029	3491061	3R	216703	216735	-
U	3491005	3491029	3R	216736	216760	-
U	3490994	3491005	3R	216761	216772	-
U	3490977	3490994	3R	216773	216790	-
U	3490972	3490977	3R	216791	216796	-
U	3490895	3490972	3R	216797	216874	-
U	3490873	3490895	3R	216875	216897	-
U	3490849	3490873	3R	216898	216922	-
U	3490818	3490849	3R	216923	216954	-
U	3490790	3490816	3R	216954	216980	-
U	3490781	3490790	3R	216981	216990	-
U	3490756	3490780	3R	216990	217014	-
U	3490749	3490755	3R	217014	217020	-
U	3490745	3490749	3R	217021	217025	-
U	3490737	3490745	3R	217026	217034	-
U	3490701	3490737	3R	217036	217072	-
U	3490689	3490701	3R	217073	217085	-
U	3490667	3490688	3R	217085	217106	-
U	3490652	3490667	3R	217107	217122	-
U	3490632	3490652	3R	217123	217143	-
U	3490537	3490631	3R	217143	217237	-
U	3490526	3490537	3R	217238	217249	-
U	3490515	3490526	3R	217250	217261	-
U	3490504	3490515	3R	217262	217273	-
U	3490493	3490504	3R	217274	217285	-
U	3490476	3490493	3R	217286	217303	-
U	3490474	3490475	3R	217303	217304	-
U	3490421	3490464	3R	217304	217347	-
U	3490389	3490409	3R	217347	217367	-
U	3490323	3490388	3R	217367	217432	-
U	3490318	3490321	3R	217432	217435	-
U	3490237	3490318	3R	217436	217517	-
U	3490195	3490236	3R	217517	217558	-
U	3490168	3490195	3R	217560	217587	-
U	3490144	3490167	3R	217587	217610	-
U	3490095	3490143	3R	217610	217658	-
U	3490084	3490095	3R	217669	217680	-
U	3490060	3490083	3R	217680	217703	-
U	3490012	3490059	3R	217703	217750	-
U	3490001	3490012	3R	217751	217762	-
U	3489990	3490001	3R	217763	217774	-
U	3489981	3489990	3R	217775	217784	-
U	3489978	3489980	3R	217784	217786	-
U	3489967	3489978	3R	217787	217798	-
U	3489956	3489967	3R	217799	217810	-
U	3489934	3489956	3R	217811	217833	-
U	3489922	3489933	3R	217833	217844	-
U	3489910	3489921	3R	217844	217855	-
U	3489887	3489909	3R	217855	217877	-
U	3489864	3489886	3R	217877	217899	-
U	3489852	3489863	3R	217899	217910	-
U	3489842	3489851	3R	217910	217919	-
U	3489818	3489842	3R	217920	217944	-
U	3489798	3489818	3R	217945	217965	-
U	3489793	3489796	3R	217965	217968	-
U	3489714	3489793	3R	217969	218048	-
U	3489700	3489713	3R	218048	218061	-
U	3489677	3489699	3R	218061	218083	-
U	3489670	3489677	3R	218084	218091	-
U	3489669	3489670	3R	218092	218093	-
U	3489667	3489669	3R	218094	218096	-
U	3489654	3489666	3R	218096	218108	-
U	3489643	3489654	3R	218109	218120	-
U	3489501	3489642	3R	218120	218261	-
U	3489435	3489501	3R	218262	218328	-
U	3489421	3489434	3R	218328	218341	-
U	3489397	3489420	3R	218341	218364	-
U	3489371	3489396	3R	218364	218389	-
U	3489361	3489370	3R	218389	218398	-
U	3489347	3489360	3R	218398	218411	-
U	3489326	3489336	3R	218411	218421	-
U	3489315	3489326	3R	218422	218433	-
U	3489304	3489315	3R	218434	218445	-
U	3489293	3489304	3R	218446	218457	-
U	3489283	3489293	3R	218458	218468	-
U	3489278	3489280	3R	218468	218470	-
U	3489238	3489271	3R	218470	218503	-
U	3489200	3489238	3R	218504	218542	-
U	3489196	3489200	3R	218543	218547	-
U	3489189	3489195	3R	218547	218553	-
U	3489133	3489188	3R	218553	218608	-
U	3489110	3489132	3R	218608	218630	-
U	3489099	3489110	3R	218631	218642	-
U	3489077	3489099	3R	218643	218665	-
U	3489066	3489077	3R	218666	218677	-
U	3488986	3489066	3R	218678	218758	-
U	3488979	3488980	3R	218758	218759	-
U	3488963	3488973	3R	218759	218769	-
U	3488955	3488956	3R	218769	218770	-
U	3488861	3488949	3R	218770	218858	-
U	3488850	3488861	3R	218859	218870	-
U	3488839	3488850	3R	218871	218882	-
U	3488828	3488839	3R	218883	218894	-
U	3488816	3488827	3R	218894	218905	-
U	3488804	3488815	3R	218905	218916	-
U	3488792	3488803	3R	218916	218927	-
U	3488743	3488791	3R	218927	218975	-
U	3488724	3488743	3R	218976	218995	-
U	3488633	3488724	3R	218996	219087	-
U	3488623	3488633	3R	219088	219098	-
U	3488599	3488623	3R	219099	219123	-
U	3488576	3488598	3R	219123	219145	-
U	3488564	3488575	3R	219145	219156	-
U	3488552	3488563	3R	219156	219167	-
U	3488540	3488551	3R	219167	219178	-
U	3488477	3488539	3R	219178	219240	-
U	3487311	3488477	3R	219241	220407	-
U	5603791	5604571	3R	712178	712958	+
U	5604571	5610033	3R	719412	724874	+
U	5610034	5610206	3R	724874	725046	+
U	3594527	3594536	2Cen_mapped_Scaffold_43_D1668	14387	14396	+
U	3594536	3594635	2Cen_mapped_Scaffold_43_D1668	14397	14496	+
U	3594636	3594725	2Cen_mapped_Scaffold_43_D1668	14496	14585	+
U	3594726	3595473	2Cen_mapped_Scaffold_43_D1668	14585	15332	+
U	3595475	3596462	2Cen_mapped_Scaffold_43_D1668	15332	16319	+
U	3598527	3598988	2Cen_mapped_Scaffold_43_D1668	16677	17138	+
U	3607398	3608640	2Cen_mapped_Scaffold_43_D1668	31515	32757	+
U	3608641	3611383	2Cen_mapped_Scaffold_43_D1668	32757	35499	+
U	3611384	3611442	2Cen_mapped_Scaffold_43_D1668	35499	35557	+
U	3611443	3611454	2Cen_mapped_Scaffold_43_D1668	35557	35568	+
U	3611455	3611545	2Cen_mapped_Scaffold_43_D1668	35568	35658	+
U	3596483	3597876	2Cen_mapped_Scaffold_43_D1668	11770	13163	+
U	3597896	3598527	2Cen_mapped_Scaffold_43_D1668	11001	11632	+
U	3930762	3930915	2Cen_mapped_Scaffold_43_D1668	17377	17530	-
U	3930756	3930762	2Cen_mapped_Scaffold_43_D1668	17532	17538	-
U	3930732	3930755	2Cen_mapped_Scaffold_43_D1668	17538	17561	-
U	3930729	3930731	2Cen_mapped_Scaffold_43_D1668	17561	17563	-
U	3930670	3930727	2Cen_mapped_Scaffold_43_D1668	17563	17620	-
U	3930635	3930670	2Cen_mapped_Scaffold_43_D1668	17621	17656	-
U	3930395	3930635	2Cen_mapped_Scaffold_43_D1668	17657	17897	-
U	3930372	3930395	2Cen_mapped_Scaffold_43_D1668	17898	17921	-
U	3930124	3930371	2Cen_mapped_Scaffold_43_D1668	17921	18168	-
U	3930002	3930124	2Cen_mapped_Scaffold_43_D1668	18169	18291	-
U	3929981	3930002	2Cen_mapped_Scaffold_43_D1668	18305	18326	-
U	3929826	3929980	2Cen_mapped_Scaffold_43_D1668	18326	18480	-
U	3929602	3929822	2Cen_mapped_Scaffold_43_D1668	18480	18700	-
U	3929535	3929602	2Cen_mapped_Scaffold_43_D1668	18701	18768	-
U	3929038	3929534	2Cen_mapped_Scaffold_43_D1668	18768	19264	-
U	3928739	3929037	2Cen_mapped_Scaffold_43_D1668	19264	19562	-
U	3928119	3928739	2Cen_mapped_Scaffold_43_D1668	19564	20184	-
U	9082349	9083018	2Cen_mapped_Scaffold_43_D1668	23988	24657	-
U	9082338	9082348	2Cen_mapped_Scaffold_43_D1668	24657	24667	-
U	9082275	9082337	2Cen_mapped_Scaffold_43_D1668	24667	24729	-
U	9082078	9082274	2Cen_mapped_Scaffold_43_D1668	24729	24925	-
U	9082057	9082078	2Cen_mapped_Scaffold_43_D1668	24926	24947	-
U	9081810	9082057	2Cen_mapped_Scaffold_43_D1668	24948	25195	-
U	9865077	9865312	2Cen_mapped_Scaffold_43_D1668	22595	22830	-
U	9864961	9865077	2Cen_mapped_Scaffold_43_D1668	22831	22947	-
U	6694405	6695715	211000022279953	0	1310	+
U	6695883	6696836	211000022279953	1478	2431	+
U	6696856	6697632	211000022279953	2451	3227	+
U	5506886	5510313	4	0	3427	+
U	3563189	3576940	3L	25550248	25563999	-
U	3560899	3561374	3L	25566403	25566878	-
U	3559406	3560779	3L	25566998	25568371	-
U	3560779	3560899	3L	25582218	25582338	-
U	3611645	3611649	3L	28051007	28051011	+
U	3611649	3618159	3L	28051012	28057522	+
U	3618160	3618173	3L	28057522	28057535	+
U	3618174	3618339	3L	28057535	28057700	+
U	3622288	3622404	3L	28061690	28061806	+
U	3622404	3627321	3L	28061809	28066726	+
U	3627322	3628575	3L	28066726	28067979	+
U	3987075	3987080	3L	27596714	27596719	+
U	3987080	3987822	3L	27596720	27597462	+
U	3987822	3991820	3L	27597464	27601462	+
U	3998678	3999542	3L	27609022	27609886	+
U	3999542	3999835	3L	27475549	27475842	+
U	3999836	4001488	3L	27475842	27477494	+
U	4785449	4785502	3L	24622194	24622247	+
U	4785503	4785766	3L	24622247	24622510	+
U	4785768	4786006	3L	24622510	24622748	+
U	4786010	4786062	3L	24622748	24622800	+
U	4786062	4786071	3L	24622801	24622810	+
U	4786074	4786473	3L	24622810	24623209	+
U	4786474	4786485	3L	24623209	24623220	+
U	4786490	4793838	3L	24623220	24630568	+
U	4793839	4793842	3L	24630568	24630571	+
U	4793842	4793915	3L	24630572	24630645	+
U	4793915	4793961	3L	24630646	24630692	+
U	4793962	4794047	3L	24630692	24630777	+
U	4794047	4794064	3L	24630778	24630795	+
U	4794064	4794103	3L	24630796	24630835	+
U	4794116	4794118	3L	24630835	24630837	+
U	4794122	4794335	3L	24630837	24631050	+
U	4794335	4794366	3L	24631052	24631083	+
U	4794369	4794391	3L	24631083	24631105	+
U	4794391	4794407	3L	24631106	24631122	+
U	4794407	4794492	3L	24631123	24631208	+
U	4794492	4794518	3L	24631250	24631276	+
U	4794518	4794583	3L	24631277	24631342	+
U	4794583	4794698	3L	24631343	24631458	+
U	4794698	4794714	3L	24631459	24631475	+
U	4794714	4794718	3L	24631476	24631480	+
U	4794718	4794777	3L	24631481	24631540	+
U	4794777	4794795	3L	24631542	24631560	+
U	4794795	4794799	3L	24631595	24631599	+
U	4794799	4794877	3L	24631606	24631684	+
U	4794879	4794884	3L	24631684	24631689	+
U	4794884	4794885	3L	24631690	24631691	+
U	4794885	4794950	3L	24631692	24631757	+
U	4794950	4795005	3L	24631758	24631813	+
U	4795005	4795021	3L	24631814	24631830	+
U	4795021	4795299	3L	24631831	24632109	+
U	4795299	4795354	3L	24632110	24632165	+
U	4795354	4795370	3L	24632166	24632182	+
U	4795370	4795374	3L	24632183	24632187	+
U	4795374	4795434	3L	24632188	24632248	+
U	4795434	4795461	3L	24632249	24632276	+
U	4795462	4795671	3L	24632276	24632485	+
U	4795671	4795725	3L	24632489	24632543	+
U	4795726	4795733	3L	24632543	24632550	+
U	4795733	4795758	3L	24632553	24632578	+
U	4795775	4795903	3L	24632578	24632706	+
U	4795903	4796195	3L	24632707	24632999	+
U	4796196	4796199	3L	24632999	24633002	+
U	4796199	4796273	3L	24633003	24633077	+
U	4796273	4796342	3L	24633079	24633148	+
U	4796342	4796364	3L	24633149	24633171	+
U	4796364	4796408	3L	24633175	24633219	+
U	4796409	4796456	3L	24633219	24633266	+
U	4796469	4796470	3L	24633266	24633267	+
U	4796474	4796606	3L	24633267	24633399	+
U	4796606	4796689	3L	24633400	24633483	+
U	4796689	4796744	3L	24633484	24633539	+
U	4796744	4796760	3L	24633540	24633556	+
U	4796760	4796891	3L	24633557	24633688	+
U	4796892	4796897	3L	24633688	24633693	+
U	4796897	4796907	3L	24633694	24633704	+
U	4796908	4797177	3L	24633704	24633973	+
U	4797177	4797220	3L	24633975	24634018	+
U	4797220	4797412	3L	24634021	24634213	+
U	4797412	4797466	3L	24634217	24634271	+
U	4797467	4797474	3L	24634271	24634278	+
U	4797474	4797499	3L	24634281	24634306	+
U	4797516	4797651	3L	24634306	24634441	+
U	4797651	4797790	3L	24634442	24634581	+
U	4797790	4797806	3L	24634582	24634598	+
U	4797806	4798084	3L	24634599	24634877	+
U	4798084	4798089	3L	24634878	24634883	+
U	4803028	4803034	3L	24602391	24602397	+
U	4803035	4803057	3L	24602397	24602419	+
U	4803061	4803106	3L	24602419	24602464	+
U	4803106	4803261	3L	24602465	24602620	+
U	4803261	4803265	3L	24602629	24602633	+
U	4803265	4803340	3L	24602634	24602709	+
U	4803341	4803377	3L	24602709	24602745	+
U	4803377	4807888	3L	24602746	24607257	+
U	4812692	4812696	3L	24611926	24611930	+
U	4812697	4812707	3L	24611930	24611940	+
U	4812707	4812756	3L	24611941	24611990	+
U	4812757	4812793	3L	24611990	24612026	+
U	4812793	4812852	3L	24612027	24612086	+
U	4812852	4812856	3L	24612087	24612091	+
U	4812856	4812970	3L	24612093	24612207	+
U	4812973	4813026	3L	24612207	24612260	+
U	4813027	4813121	3L	24612260	24612354	+
U	4813121	4813124	3L	24612355	24612358	+
U	4813125	4813166	3L	24612358	24612399	+
U	4813170	4813232	3L	24612399	24612461	+
U	4813235	4813405	3L	24612461	24612631	+
U	4813406	4813466	3L	24612631	24612691	+
U	4813467	4813480	3L	24612691	24612704	+
U	4813480	4813485	3L	24612705	24612710	+
U	4813486	4813497	3L	24612710	24612721	+
U	4813498	4813520	3L	24612721	24612743	+
U	4813524	4813782	3L	24612743	24613001	+
U	4813782	4813792	3L	24613019	24613029	+
U	4813792	4813854	3L	24613030	24613092	+
U	4813854	4813906	3L	24613096	24613148	+
U	4813907	4813916	3L	24613148	24613157	+
U	4813916	4813941	3L	24613160	24613185	+
U	4813958	4814086	3L	24613185	24613313	+
U	4814086	4814140	3L	24613314	24613368	+
U	4814141	4814426	3L	24613368	24613653	+
U	4814426	4814429	3L	24613654	24613657	+
U	4814430	4814833	3L	24613657	24614060	+
U	4814833	4815228	3L	24614062	24614457	+
U	4815231	4815417	3L	24614457	24614643	+
U	4815420	4815426	3L	24614643	24614649	+
U	4815427	4815611	3L	24614649	24614833	+
U	4815615	4815677	3L	24614833	24614895	+
U	4815680	4815770	3L	24614895	24614985	+
U	4815770	4815776	3L	24614988	24614994	+
U	4815776	4815777	3L	24614995	24614996	+
U	4815777	4815846	3L	24614997	24615066	+
U	4815847	4815937	3L	24615066	24615156	+
U	4815938	4816022	3L	24615156	24615240	+
U	4816022	4818025	3L	24615243	24617246	+
U	5628203	5629433	3L	27482891	27484121	-
U	5684953	5688204	3L	25571111	25574362	+
U	5977064	5980565	3L	26083874	26087375	+
U	5980566	5981656	3L	26087375	26088465	+
U	5981656	5981728	3L	26106238	26106310	+
U	6082627	6083612	3L	24655629	24656614	+
U	6083612	6086991	3L	24656615	24659994	+
U	6361333	6363957	3L	27498902	27501526	+
U	6363975	6365107	3L	27501544	27502676	+
U	6571370	6571670	3L	26194327	26194627	+
U	6571670	6574776	3L	26194628	26197734	+
U	7303287	7305353	3L	26197734	26199800	-
U	7303280	7303287	3L	26189366	26189373	-
U	7482895	7483039	3L	27445794	27445938	+
U	7483039	7485154	3L	27511814	27513929	+
U	7482731	7482895	3L	27511506	27511670	+
U	7505396	7506362	3L	27446426	27447392	+
U	7506387	7507575	3L	27447417	27448605	+
U	7507575	7507808	3L	27601481	27601714	+
U	7506362	7506387	3L	27585437	27585462	+
U	7574842	7576689	3L	27790723	27792570	+
U	7576693	7577193	3L	27792574	27793074	+
U	7577193	7577198	3L	27793075	27793080	+
U	8426560	8427073	3L	26416324	26416837	-
U	8426559	8426560	3L	26416838	26416839	-
U	8426432	8426559	3L	26416840	26416967	-
U	8426416	8426431	3L	26416967	26416982	-
U	8645086	8646463	3L	27935453	27936830	+
U	8769234	8770544	3L	27766369	27767679	-
U	9052977	9054054	3L	25037762	25038839	+
U	9054055	9054192	3L	25038839	25038976	+
U	9243154	9243907	3L	27888289	27889042	-
U	9439827	9440955	3L	26108507	26109635	+
U	9523971	9524399	3L	27627902	27628330	+
U	9524399	9524456	3L	27628332	27628389	+
U	9524456	9524553	3L	27628392	27628489	+
U	9524557	9524864	3L	27628489	27628796	+
U	9524865	9524949	3L	27628796	27628880	+
U	9524950	9525082	3L	27628880	27629012	+
U	9566259	9567322	3L	24647744	24648807	-
U	9566220	9566259	3L	24648808	24648847	-
U	9628184	9628216	3L	27435477	27435509	-
U	9627129	9628184	3L	27435510	27436565	-
U	9938999	9939560	3L	27700814	27701375	+
U	9939561	9940022	3L	27701375	27701836	+
U	10030396	10031400	3L	27109289	27110293	+
U	7431668	7431767	3L	27009479	27009578	-
U	7429292	7431667	3L	27009578	27011953	-
U	2050544	2050764	3L	25382233	25382453	+
U	2050764	2051852	3L	25382455	25383543	+
U	2051852	2056715	3L	25383558	25388421	+
U	2056716	2056718	3L	25388421	25388423	+
U	2056719	2097753	3L	25388423	25429457	+
U	852755	900714	Y	2005034	2052993	-
U	849769	852755	Y	2052994	2055980	-
U	849396	849769	Y	2055982	2056355	-
U	815791	839474	Y	2063263	2086946	-
U	649595	650579	Y	2311154	2312138	-
U	649580	649595	Y	2312139	2312154	-
U	649573	649580	Y	2312155	2312162	-
U	649568	649573	Y	2312163	2312168	-
U	649554	649568	Y	2312169	2312183	-
U	649544	649554	Y	2312184	2312194	-
U	649539	649544	Y	2312195	2312200	-
U	649535	649539	Y	2312201	2312205	-
U	649460	649535	Y	2312206	2312281	-
U	648025	649454	Y	2312281	2313710	-
U	639409	642633	Y	2319935	2323159	-
U	642634	643177	Y	2220348	2220891	+
U	646921	648025	Y	2225883	2226987	+
U	653316	653600	Y	2232275	2232559	+
U	656902	657001	Y	2235708	2235807	+
U	657005	657006	Y	2235807	2235808	+
U	657007	674606	Y	2235808	2253407	+
U	674606	676573	Y	2253408	2255375	+
U	676574	676592	Y	2255375	2255393	+
U	676593	676595	Y	2255393	2255395	+
U	676596	676602	Y	2255395	2255401	+
U	676603	676644	Y	2255401	2255442	+
U	676644	676683	Y	2255443	2255482	+
U	676683	679929	Y	2255483	2258729	+
U	679929	679953	Y	2258730	2258754	+
U	679953	679974	Y	2258755	2258776	+
U	679975	694790	Y	2258776	2273591	+
U	839474	843294	Y	2378582	2382402	+
U	843294	844922	Y	2382406	2384034	+
U	844922	844923	Y	2384041	2384042	+
U	844923	844925	Y	2384045	2384047	+
U	844925	845578	Y	2384048	2384701	+
U	845581	846369	Y	2384701	2385489	+
U	846369	846375	Y	2385491	2385497	+
U	846375	846385	Y	2385498	2385508	+
U	846385	846395	Y	2385509	2385519	+
U	656557	656577	Y	2224848	2224868	+
U	656577	656751	Y	2224869	2225043	+
U	656752	656777	Y	2225043	2225068	+
U	656778	656902	Y	2225068	2225192	+
U	1516202	1516292	Y	2860790	2860880	-
U	1515515	1516202	Y	2998594	2999281	-
U	1515264	1515515	Y	2999283	2999534	-
U	1515101	1515264	Y	2999535	2999698	-
U	1514899	1515100	Y	2999698	2999899	-
U	1514804	1514897	Y	2999899	2999992	-
U	1680240	1684240	Y	22647	26647	+
U	1690434	1691592	Y	32735	33893	+
U	1691592	1691731	Y	33894	34033	+
U	1691731	1691736	Y	34034	34039	+
U	1691736	1691750	Y	34040	34054	+
U	1691750	1691755	Y	34055	34060	+
U	1691755	1706268	Y	34061	48574	+
U	1706283	1706284	Y	48574	48575	+
U	1706286	1739806	Y	48575	82095	+
U	1739807	1739827	Y	82095	82115	+
U	1739828	1740796	Y	82115	83083	+
U	1740796	1740818	Y	83084	83106	+
U	1740818	1740822	Y	83107	83111	+
U	1740822	1740834	Y	83112	83124	+
U	2143207	2143790	Y	1928721	1929304	+
U	2143791	2143924	Y	1929304	1929437	+
U	2143928	2143929	Y	1929437	1929438	+
U	2143932	2143933	Y	1929438	1929439	+
U	2143940	2143943	Y	1929439	1929442	+
U	2143948	2143981	Y	1929442	1929475	+
U	2504541	2504605	Y	386790	386854	-
U	2504487	2504540	Y	386854	386907	-
U	2502455	2504486	Y	386907	388938	-
U	2502237	2502453	Y	388938	389154	-
U	2502155	2502237	Y	389155	389237	-
U	2502109	2502155	Y	389240	389286	-
U	2500431	2502104	Y	389286	390959	-
U	2500285	2500430	Y	390959	391104	-
U	2499223	2500265	Y	402018	403060	-
U	2496676	2499175	Y	403060	405559	-
U	2488686	2492920	Y	418429	422663	-
U	2488675	2488685	Y	422663	422673	-
U	2488595	2488674	Y	422673	422752	-
U	2488576	2488594	Y	422752	422770	-
U	2488557	2488575	Y	422770	422788	-
U	2481566	2481588	Y	429311	429333	-
U	2477897	2481566	Y	429334	433003	-
U	2477806	2477896	Y	433003	433093	-
U	2510157	2511308	Y	391104	392255	-
U	2504638	2504651	Y	398635	398648	-
U	2504634	2504638	Y	398649	398653	-
U	2504605	2504634	Y	398654	398683	-
U	2545461	2545517	Y	1095994	1096050	+
U	2545518	2547875	Y	1096050	1098407	+
U	2549497	2549503	Y	1099809	1099815	+
U	2549503	2554461	Y	1099816	1104774	+
U	2554481	2555687	Y	1104916	1106122	+
U	2555688	2555771	Y	1106122	1106205	+
U	2556091	2556752	Y	1106314	1106975	+
U	2556752	2556982	Y	1106976	1107206	+
U	2556983	2557161	Y	1107206	1107384	+
U	2558287	2559351	Y	1108759	1109823	+
U	2560674	2560678	Y	1111234	1111238	+
U	2560678	2560684	Y	1111239	1111245	+
U	2560684	2561724	Y	1111246	1112286	+
U	2561744	2561876	Y	1112343	1112475	+
U	2561877	2566131	Y	1112475	1116729	+
U	2566132	2574622	Y	1116729	1125219	+
U	2574623	2575957	Y	1125219	1126553	+
U	2575957	2575964	Y	1126554	1126561	+
U	2602901	2603487	Y	2681725	2682311	-
U	2602884	2602885	Y	2682311	2682312	-
U	2602857	2602883	Y	2682312	2682338	-
U	2602714	2602857	Y	2682340	2682483	-
U	2602713	2602714	Y	2682499	2682500	-
U	2602680	2602713	Y	2682508	2682541	-
U	2601529	2602680	Y	2682579	2683730	-
U	2600460	2601529	Y	2683731	2684800	-
U	2600132	2600460	Y	2738576	2738904	-
U	2589953	2592256	Y	2746124	2748427	-
U	2589828	2589953	Y	2748428	2748553	-
U	2578729	2578751	Y	2754762	2754784	-
U	2577271	2578728	Y	2754784	2756241	-
U	2577263	2577271	Y	2756242	2756250	-
U	2577227	2577243	Y	2764060	2764076	-
U	2577193	2577226	Y	2764076	2764109	-
U	2577134	2577192	Y	2764109	2764167	-
U	2576776	2577134	Y	2764168	2764526	-
U	2691539	2691670	Y	1417226	1417357	-
U	2691086	2691538	Y	1417357	1417809	-
U	2690926	2691086	Y	1417814	1417974	-
U	2683299	2690926	Y	1417979	1425606	-
U	2676082	2678732	Y	1426366	1429016	-
U	2672814	2676079	Y	1429016	1432281	-
U	2667208	2667215	Y	1438082	1438089	-
U	2663332	2667208	Y	1438090	1441966	-
U	2663086	2663330	Y	1441966	1442210	-
U	2747698	2769262	Y	179313	200877	+
U	2769363	2780256	Y	203438	214331	+
U	2780256	2780977	Y	214332	215053	+
U	2780977	2781022	Y	222031	222076	+
U	2781122	2781328	Y	2445776	2445982	+
U	2781329	2783629	Y	2445982	2448282	+
U	2790198	2791017	Y	2448282	2449101	+
U	2791018	2791027	Y	2449101	2449110	+
U	2791440	2793983	Y	2449230	2451773	+
U	2794386	2795669	Y	2452056	2453339	+
U	2795670	2798726	Y	2453339	2456395	+
U	2798727	2799291	Y	2456395	2456959	+
U	2799292	2799676	Y	2456959	2457343	+
U	2800566	2803064	Y	2458179	2460677	+
U	2803064	2803316	Y	2460679	2460931	+
U	2808096	2808717	Y	2475533	2476154	+
U	2808718	2808724	Y	2476154	2476160	+
U	2808724	2808740	Y	2476161	2476177	+
U	2783821	2783832	Y	790187	790198	-
U	2783629	2783821	Y	790199	790391	-
U	2889167	2889223	Y	2611063	2611119	-
U	2888192	2889166	Y	2611119	2612093	-
U	2888063	2888073	Y	2612211	2612221	-
U	2885152	2888063	Y	2612222	2615133	-
U	2883564	2885061	Y	2615320	2616817	-
U	2883116	2883564	Y	2616850	2617298	-
U	2881180	2883115	Y	2617298	2619233	-
U	2881076	2881180	Y	2619234	2619338	-
U	2874999	2880255	Y	2619849	2625105	-
U	2874857	2874979	Y	2625236	2625358	-
U	2870194	2874856	Y	2625358	2630020	-
U	2870180	2870194	Y	2630021	2630035	-
U	2870176	2870180	Y	2630036	2630040	-
U	2868213	2868268	Y	2631378	2631433	-
U	2864066	2868212	Y	2631433	2635579	-
U	2863358	2864065	Y	2635579	2636286	-
U	2900611	2900621	Y	1669157	1669167	-
U	2900606	2900611	Y	1669168	1669173	-
U	2900472	2900606	Y	1669181	1669315	-
U	2899803	2900472	Y	1669339	1670008	-
